Item name: Decay

Real time: 32.533
Live time: 0
Time calibration: 2.743484E-02ns/ch

Comment: 


Chan	Data
2216	15
2217	18
2218	6
2219	20
2220	10
2221	11
2222	16
2223	14
2224	10
2225	11
2226	9
2227	13
2228	15
2229	16
2230	20
2231	14
2232	18
2233	15
2234	10
2235	15
2236	12
2237	13
2238	12
2239	14
2240	12
2241	13
2242	14
2243	13
2244	14
2245	15
2246	11
2247	16
2248	19
2249	17
2250	19
2251	21
2252	12
2253	11
2254	12
2255	9
2256	18
2257	10
2258	14
2259	14
2260	19
2261	15
2262	18
2263	18
2264	14
2265	13
2266	21
2267	10
2268	10
2269	20
2270	14
2271	9
2272	12
2273	14
2274	18
2275	17
2276	16
2277	12
2278	18
2279	18
2280	12
2281	21
2282	11
2283	11
2284	15
2285	9
2286	14
2287	14
2288	8
2289	14
2290	18
2291	17
2292	14
2293	14
2294	17
2295	12
2296	14
2297	19
2298	16
2299	18
2300	17
2301	20
2302	5
2303	5
2304	15
2305	15
2306	11
2307	8
2308	17
2309	9
2310	10
2311	19
2312	7
2313	11
2314	10
2315	10
2316	10
2317	14
2318	12
2319	14
2320	11
2321	9
2322	8
2323	8
2324	15
2325	7
2326	10
2327	12
2328	6
2329	10
2330	13
2331	15
2332	11
2333	11
2334	17
2335	10
2336	15
2337	10
2338	15
2339	12
2340	16
2341	10
2342	12
2343	14
2344	19
2345	18
2346	15
2347	14
2348	14
2349	8
2350	14
2351	12
2352	11
2353	6
2354	13
2355	9
2356	9
2357	13
2358	12
2359	11
2360	7
2361	13
2362	16
2363	9
2364	19
2365	14
2366	14
2367	10
2368	10
2369	10
2370	10
2371	15
2372	15
2373	9
2374	13
2375	10
2376	14
2377	13
2378	10
2379	4
2380	11
2381	11
2382	13
2383	14
2384	5
2385	10
2386	14
2387	9
2388	17
2389	16
2390	8
2391	10
2392	10
2393	8
2394	15
2395	6
2396	16
2397	13
2398	11
2399	12
2400	12
2401	12
2402	17
2403	10
2404	10
2405	15
2406	9
2407	10
2408	14
2409	10
2410	12
2411	14
2412	6
2413	6
2414	9
2415	14
2416	15
2417	15
2418	13
2419	9
2420	13
